"File number
","Original file Number
","File format
","Folder number
","Camera number
","Laying point number
","Date taken
","Shooting time
","Working days
","Object category
","Object category
","Number of animals
","Gender
","Independent detection of the first sheet
","Note
"
L-AZH17-XB28-0174,IMAG0226,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,8/31/2017,22:21,102,Mammals,Chinese Gazelle,1,,,
L-AZH17-XB28-0175,IMAG0227,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,8/31/2017,22:21,102,Mammals,Chinese Gazelle,1,,,
L-AZH17-XB28-0176,IMAG0228,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:01,104,Mammals,Takin,1,,1,
L-AZH17-XB28-0177,IMAG0229,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:01,104,Mammals,Takin,1,,,
L-AZH17-XB28-0178,IMAG0230,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:01,104,Mammals,Takin,1,,,
L-AZH17-XB28-0179,IMAG0231,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:01,104,Mammals,Takin,1,,,
L-AZH17-XB28-0180,IMAG0232,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:06,104,Mammals,Takin,1,,,
L-AZH17-XB28-0181,IMAG0233,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:06,104,Mammals,Takin,1,,,
L-AZH17-XB28-0182,IMAG0234,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:06,104,Mammals,Takin,1,,,
L-AZH17-XB28-0183,IMAG0235,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:06,104,Mammals,Takin,1,,,
L-AZH17-XB28-0184,IMAG0236,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:09,104,Mammals,Takin,1,,,
L-AZH17-XB28-0185,IMAG0237,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:09,104,Mammals,Takin,1,,,
L-AZH17-XB28-0186,IMAG0238,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:09,104,Mammals,Takin,1,,,
L-AZH17-XB28-0187,IMAG0239,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:10,104,Mammals,Takin,1,,,
L-AZH17-XB28-0188,IMAG0240,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:15,104,Mammals,Takin,1,,,
L-AZH17-XB28-0189,IMAG0241,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:15,104,Mammals,Takin,1,,,
L-AZH17-XB28-0190,IMAG0242,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:15,104,Mammals,Takin,1,,,
L-AZH17-XB28-0191,IMAG0243,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:15,104,Mammals,Takin,1,,,
L-AZH17-XB28-0192,IMAG0244,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:37,104,Mammals,Takin,1,,,
L-AZH17-XB28-0193,IMAG0245,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:37,104,Mammals,Takin,1,,,
L-AZH17-XB28-0194,IMAG0246,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:37,104,Mammals,Takin,1,,,
L-AZH17-XB28-0195,IMAG0247,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:37,104,Mammals,Takin,1,,,
L-AZH17-XB28-0196,IMAG0248,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:39,104,Mammals,Takin,1,,,
L-AZH17-XB28-0197,IMAG0249,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:39,104,Mammals,Takin,1,,,
L-AZH17-XB28-0198,IMAG0250,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:39,104,Mammals,Takin,1,,,
L-AZH17-XB28-0199,IMAG0251,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:39,104,Mammals,Takin,1,,,
L-AZH17-XB28-0200,IMAG0252,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:52,104,Mammals,Takin,1,,,
L-AZH17-XB28-0201,IMAG0253,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:52,104,Mammals,Takin,1,,,
L-AZH17-XB28-0202,IMAG0254,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:52,104,Mammals,Takin,1,,,
L-AZH17-XB28-0203,IMAG0255,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,0:52,104,Mammals,Takin,1,,,
L-AZH17-XB28-0204,IMAG0256,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:04,104,Mammals,Takin,1,,,
L-AZH17-XB28-0205,IMAG0257,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:04,104,Mammals,Takin,1,,,
L-AZH17-XB28-0206,IMAG0258,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:04,104,Mammals,Takin,1,,,
L-AZH17-XB28-0207,IMAG0259,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:05,104,Mammals,Takin,1,,,
L-AZH17-XB28-0208,IMAG0260,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:07,104,Mammals,Takin,1,,,
L-AZH17-XB28-0209,IMAG0261,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:07,104,Mammals,Takin,1,,,
L-AZH17-XB28-0210,IMAG0262,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:07,104,Mammals,Takin,1,,,
L-AZH17-XB28-0211,IMAG0263,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:07,104,Mammals,Takin,1,,,
L-AZH17-XB28-0212,IMAG0264,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:10,104,Mammals,Takin,1,,,
L-AZH17-XB28-0213,IMAG0265,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:10,104,Mammals,Takin,1,,,
L-AZH17-XB28-0214,IMAG0266,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:10,104,Empty,,,,,
L-AZH17-XB28-0215,IMAG0267,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:11,104,Empty,,,,,
L-AZH17-XB28-0216,IMAG0268,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:45,104,Mammals,Takin,1,,1,
L-AZH17-XB28-0217,IMAG0269,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:45,104,Mammals,Takin,1,,,
L-AZH17-XB28-0218,IMAG0270,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:45,104,Mammals,Takin,1,,,
L-AZH17-XB28-0219,IMAG0271,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/2/2017,1:45,104,Mammals,Takin,1,,,
L-AZH17-XB28-0220,IMAG0272,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:43,113,Mammals,Pseudois nayaur,2,,1,
L-AZH17-XB28-0221,IMAG0273,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:43,113,Mammals,Pseudois nayaur,2,,,
L-AZH17-XB28-0222,IMAG0274,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:43,113,Mammals,Pseudois nayaur,2,,,
L-AZH17-XB28-0223,IMAG0275,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:43,113,Mammals,Pseudois nayaur,2,,,
L-AZH17-XB28-0224,IMAG0276,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:43,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0225,IMAG0277,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:43,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0226,IMAG0278,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:43,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0227,IMAG0279,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:44,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0228,IMAG0280,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:44,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0229,IMAG0281,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:44,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0230,IMAG0282,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:44,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0231,IMAG0283,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:45,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0232,IMAG0284,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:45,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0233,IMAG0285,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:45,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0234,IMAG0286,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:45,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0235,IMAG0287,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:45,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0236,IMAG0288,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:45,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0237,IMAG0289,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:45,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0238,IMAG0290,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:45,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0239,IMAG0291,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:45,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0240,IMAG0292,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:52,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0241,IMAG0293,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:53,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0242,IMAG0294,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:53,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0243,IMAG0295,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:53,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0244,IMAG0296,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:53,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0245,IMAG0297,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:53,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0246,IMAG0298,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:53,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0247,IMAG0299,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/11/2017,14:53,113,Mammals,Pseudois nayaur,1,,,
L-AZH17-XB28-0248,IMAG0300,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,11:31,114,Empty,,,,,
L-AZH17-XB28-0249,IMAG0301,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,11:31,114,Empty,,,,,
L-AZH17-XB28-0250,IMAG0302,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,11:31,114,Empty,,,,,
L-AZH17-XB28-0251,IMAG0303,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,11:31,114,Empty,,,,,
L-AZH17-XB28-0252,IMAG0400,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:24,114,Mammals,Takin,3,,1,
L-AZH17-XB28-0253,IMAG0401,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:24,114,Mammals,Takin,3,,,
L-AZH17-XB28-0254,IMAG0402,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:24,114,Mammals,Takin,3,,,
L-AZH17-XB28-0255,IMAG0403,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:24,114,Mammals,Takin,5,,,
L-AZH17-XB28-0256,IMAG0404,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:25,114,Mammals,Takin,6,,,
L-AZH17-XB28-0257,IMAG0405,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:25,114,Mammals,Takin,6,,,
L-AZH17-XB28-0258,IMAG0406,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:25,114,Mammals,Takin,6,,,
L-AZH17-XB28-0259,IMAG0407,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:25,114,Mammals,Takin,6,,,
L-AZH17-XB28-0260,IMAG0408,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:26,114,Mammals,Takin,6,,,
L-AZH17-XB28-0261,IMAG0409,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:26,114,Mammals,Takin,6,,,
L-AZH17-XB28-0262,IMAG0410,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:26,114,Mammals,Takin,6,,,
L-AZH17-XB28-0263,IMAG0411,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:26,114,Mammals,Takin,7,,,
L-AZH17-XB28-0264,IMAG0412,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:26,114,Mammals,Takin,6,,,
L-AZH17-XB28-0265,IMAG0413,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:26,114,Mammals,Takin,6,,,
L-AZH17-XB28-0266,IMAG0414,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:26,114,Mammals,Takin,6,,,
L-AZH17-XB28-0267,IMAG0415,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:26,114,Mammals,Takin,6,,,
L-AZH17-XB28-0268,IMAG0416,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,1,,,
L-AZH17-XB28-0269,IMAG0417,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,2,,,
L-AZH17-XB28-0270,IMAG0418,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,2,,,
L-AZH17-XB28-0271,IMAG0419,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,2,,,
L-AZH17-XB28-0272,IMAG0420,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,2,,,
L-AZH17-XB28-0273,IMAG0421,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,2,,,
L-AZH17-XB28-0274,IMAG0422,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,3,,,
L-AZH17-XB28-0275,IMAG0423,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,3,,,
L-AZH17-XB28-0276,IMAG0424,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,2,,,
L-AZH17-XB28-0277,IMAG0425,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,2,,,
L-AZH17-XB28-0278,IMAG0426,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:27,114,Mammals,Takin,5,,,
L-AZH17-XB28-0279,IMAG0427,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:28,114,Mammals,Takin,5,,,
L-AZH17-XB28-0280,IMAG0428,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:28,114,Mammals,Takin,2,,,
L-AZH17-XB28-0281,IMAG0429,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:28,114,Mammals,Takin,2,,,
L-AZH17-XB28-0282,IMAG0430,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:28,114,Mammals,Takin,2,,,
L-AZH17-XB28-0283,IMAG0431,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:28,114,Mammals,Takin,2,,,
L-AZH17-XB28-0284,IMAG0432,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:28,114,Mammals,Takin,1,,,
L-AZH17-XB28-0285,IMAG0433,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:28,114,Mammals,Takin,1,,,
L-AZH17-XB28-0286,IMAG0434,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:28,114,Mammals,Takin,1,,,
L-AZH17-XB28-0287,IMAG0435,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/12/2017,15:28,114,Empty,,,,,
L-AZH17-XB28-0288,IMAG0436,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,3,,1,
L-AZH17-XB28-0289,IMAG0437,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,3,,,
L-AZH17-XB28-0290,IMAG0438,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,3,,,
L-AZH17-XB28-0291,IMAG0439,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,3,,,
L-AZH17-XB28-0292,IMAG0440,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,1,,,
L-AZH17-XB28-0293,IMAG0441,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,1,,,
L-AZH17-XB28-0294,IMAG0442,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,1,,,
L-AZH17-XB28-0295,IMAG0443,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,1,,,
L-AZH17-XB28-0296,IMAG0444,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,1,,,
L-AZH17-XB28-0297,IMAG0445,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,1,,,
L-AZH17-XB28-0298,IMAG0446,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:37,117,Mammals,Takin,1,,,
L-AZH17-XB28-0299,IMAG0447,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:38,117,Mammals,Takin,3,,,
L-AZH17-XB28-0300,IMAG0448,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:38,117,Mammals,Takin,3,,,
L-AZH17-XB28-0301,IMAG0449,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:38,117,Mammals,Takin,3,,,
L-AZH17-XB28-0302,IMAG0450,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:38,117,Mammals,Takin,3,,,
L-AZH17-XB28-0303,IMAG0451,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:38,117,Mammals,Takin,2,,,
L-AZH17-XB28-0304,IMAG0452,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:38,117,Mammals,Takin,1,,,
L-AZH17-XB28-0305,IMAG0453,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:38,117,Mammals,Takin,1,,,
L-AZH17-XB28-0306,IMAG0454,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:38,117,Mammals,Takin,2,,,
L-AZH17-XB28-0307,IMAG0455,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:38,117,Mammals,Takin,2,,,
L-AZH17-XB28-0308,IMAG0456,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:39,117,Mammals,Takin,2,,,
L-AZH17-XB28-0309,IMAG0457,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:39,117,Mammals,Takin,1,,,
L-AZH17-XB28-0310,IMAG0458,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:39,117,Mammals,Takin,3,,,
L-AZH17-XB28-0311,IMAG0459,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:39,117,Mammals,Takin,3,,,
L-AZH17-XB28-0312,IMAG0460,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:39,117,Mammals,Takin,3,,,
L-AZH17-XB28-0313,IMAG0461,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:39,117,Mammals,Takin,3,,,
L-AZH17-XB28-0314,IMAG0462,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:39,117,Mammals,Takin,3,,,
L-AZH17-XB28-0315,IMAG0463,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:40,117,Mammals,Takin,3,,,
L-AZH17-XB28-0316,IMAG0464,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:41,117,Mammals,Takin,3,,,
L-AZH17-XB28-0317,IMAG0465,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:41,117,Mammals,Takin,3,,,
L-AZH17-XB28-0318,IMAG0466,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:41,117,Mammals,Takin,3,,,
L-AZH17-XB28-0319,IMAG0467,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:41,117,Mammals,Takin,4,,,
L-AZH17-XB28-0320,IMAG0468,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:44,117,Mammals,Takin,1,,,
L-AZH17-XB28-0321,IMAG0469,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:44,117,Mammals,Takin,1,,,
L-AZH17-XB28-0322,IMAG0470,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:44,117,Mammals,Takin,2,,,
L-AZH17-XB28-0323,IMAG0471,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:44,117,Mammals,Takin,4,,,
L-AZH17-XB28-0324,IMAG0472,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:44,117,Mammals,Takin,1,,,
L-AZH17-XB28-0325,IMAG0473,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:44,117,Mammals,Takin,1,,,
L-AZH17-XB28-0326,IMAG0474,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:44,117,Mammals,Takin,1,,,
L-AZH17-XB28-0327,IMAG0475,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:44,117,Mammals,Takin,3,,,
L-AZH17-XB28-0328,IMAG0476,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,4,,,
L-AZH17-XB28-0329,IMAG0477,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,4,,,
L-AZH17-XB28-0330,IMAG0478,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,4,,,
L-AZH17-XB28-0331,IMAG0479,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,1,,,
L-AZH17-XB28-0332,IMAG0480,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,1,,,
L-AZH17-XB28-0333,IMAG0481,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,1,,,
L-AZH17-XB28-0334,IMAG0482,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,2,,,
L-AZH17-XB28-0335,IMAG0483,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,2,,,
L-AZH17-XB28-0336,IMAG0484,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,1,,,
L-AZH17-XB28-0337,IMAG0485,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,1,,,
L-AZH17-XB28-0338,IMAG0486,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:45,117,Mammals,Takin,1,,,
L-AZH17-XB28-0339,IMAG0487,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:46,117,Mammals,Takin,1,,,
L-AZH17-XB28-0340,IMAG0488,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:46,117,Mammals,Takin,1,,,
L-AZH17-XB28-0341,IMAG0489,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:46,117,Mammals,Takin,1,,,
L-AZH17-XB28-0342,IMAG0490,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:46,117,Mammals,Takin,1,,,
L-AZH17-XB28-0343,IMAG0491,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:46,117,Mammals,Takin,1,,,
L-AZH17-XB28-0344,IMAG0492,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:46,117,Mammals,Takin,2,,,
L-AZH17-XB28-0345,IMAG0493,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:46,117,Mammals,Takin,2,,,
L-AZH17-XB28-0346,IMAG0494,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:46,117,Mammals,Takin,2,,,
L-AZH17-XB28-0347,IMAG0495,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:47,117,Mammals,Takin,1,,,
L-AZH17-XB28-0348,IMAG0496,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:47,117,Mammals,Takin,1,,,
L-AZH17-XB28-0349,IMAG0497,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:47,117,Mammals,Takin,1,,,
L-AZH17-XB28-0350,IMAG0498,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:47,117,Mammals,Takin,1,,,
L-AZH17-XB28-0351,IMAG0499,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:47,117,Mammals,Takin,4,,,
